PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;LIEU-DIT;PROJET;ORGANISME;OBSERVATEUR;CD_STATION;NOM_STATION;ID_ECHANTILLON;X (Longitude);Y (Latitude);ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;RANG;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;?;?;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG/COLLECTION;DATE_DETERMINATION;Photos;ENVOI_CARDOBS
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB8;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Linyphiidae;906422;ES;Silometopus bonessi;Silometopus bonessi Casemir, 1970;E&S_AR_B84_T66;NHEN-37748;silometopus bonessi;2;;;;2;DD;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB8;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Linyphiidae;233805;ES;Trichopterna cito;Trichopterna cito (O. Pickard-Cambridge, 1873);E&S_AR_B84_T67;NHEN-37749;trichopterna cito;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB8;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Hahniidae;1872;ES;Hahnia nava;Hahnia nava (Blackwall, 1841);E&S_AR_B84_T68;NHEN-37750;hahnia nava;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB8;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Thomisidae;199101;GN;Xysticus;Xysticus C.L. Koch, 1835;E&S_AR_B84_T69;NHEN-37751;xysticus;;1;;;1;#N/A;Xysticus cristatus/audax;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1896;ES;Alopecosa cuneata;Alopecosa cuneata (Clerck, 1758);E&S_AR_FL1_T1;NHEN-37752;alopecosa cuneata;40;8;;;48;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1897;ES;Alopecosa pulverulenta;Alopecosa pulverulenta (Clerck, 1758);E&S_AR_GB6_T2;NHEN-37753;alopecosa pulverulenta;31;1;;;32;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1941;ES;Trochosa terricola;Trochosa terricola Thorell, 1856;E&S_AR_B84_T70;NHEN-37754;trochosa terricola;6;1;;;7;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;233885;ES;Pardosa paludicola;Pardosa paludicola (Clerck, 1758);E&S_AR_B84_T71;NHEN-37755;pardosa paludicola;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1929;ES;Pardosa proxima;Pardosa proxima (C.L. Koch, 1847);E&S_AR_B84_T72;NHEN-37756;pardosa proxima;4;;;;4;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1922;ES;Pardosa pullata;Pardosa pullata (Clerck, 1758);E&S_AR_B84_T73;NHEN-37757;pardosa pullata;12;1;;;13;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;195830;GN;Pardosa;Pardosa Koch, 1847;E&S_AR_B84_T74;NHEN-37758;pardosa;;9;;;9;#N/A;Pardosa proxima/tenuipes - femelles non discernables;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1933;ES;Pardosa nigriceps;Pardosa nigriceps (Thorell, 1856);E&S_AR_B84_T75;NHEN-37759;pardosa nigriceps;3;;;;3;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;195830;GN;Pardosa;Pardosa Koch, 1847;E&S_AR_B84_T76;NHEN-37760;pardosa;;;2;;2;#N/A;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Tetragnathidae;457316;ES;Pachygnatha degeeri;Pachygnatha degeeri Sundevall, 1830;E&S_AR_B84_T77;NHEN-37761;pachygnatha degeeri;3;2;;;5;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Thomisidae;234163;ES;Ozyptila sanctuaria;Ozyptila sanctuaria (O. Pickard-Cambridge, 1871);E&S_AR_B84_T78;NHEN-37762;ozyptila sanctuaria;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Zodariidae;1237;ES;Zodarion italicum;Zodarion italicum (Canestrini, 1868);E&S_AR_B84_T79;NHEN-37763;zodarion italicum;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Gnaphosidae;184362;FM;Gnaphosidae;Gnaphosidae Pocock, 1898;E&S_AR_B84_T80;NHEN-37764;gnaphosidae;;;2;;2;#N/A;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;1489;ES;Stemonyphantes lineatus;Stemonyphantes lineatus (Linnaeus, 1758);E&S_AR_B84_T81;NHEN-37765;stemonyphantes lineatus;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Phrurolithidae;196174;GN;Phrurolithus;Phrurolithus C. L. Koch, 1839;E&S_AR_B84_T82;NHEN-37766;phrurolithus;;;1;;1;#N/A;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;184366;FM;Linyphiidae;Linyphiidae Blackwall, 1859;E&S_AR_B84_T83;NHEN-37767;Linyphiidae;;;1;;1;#N/A;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Hahniidae;1872;ES;Hahnia nava;Hahnia nava (Blackwall, 1841);E&S_AR_B84_T84;NHEN-37768;hahnia nava;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;1425;ES;Tiso vagans;Tiso vagans (Blackwall, 1834);E&S_AR_B84_T85;NHEN-37769;tiso vagans;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;458766;ES;Mermessus trilobatus;Mermessus trilobatus (Emerton, 1882);E&S_AR_B84_T86;NHEN-37770;mermessus trilobatus;1;;;;1;NA;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;233496;ES;Centromerus incilium;Centromerus incilium (L. Koch, 1881);E&S_AR_B84_T87;NHEN-37771;centromerus incilium;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;1379;ES;Centromerus prudens;Centromerus prudens (O. Pickard-Cambridge, 1873);E&S_AR_B84_T88;NHEN-37772;centromerus prudens;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;202334;GN;Walckenaeria;Walckenaeria Blackwall, 1833;E&S_AR_B84_T89;NHEN-37773;walckenaeria;1;;;;1;#N/A;Walckenaeria antica/alticeps;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Gnaphosidae;1201;ES;Zelotes electus;Zelotes electus (C.L. Koch, 1839);E&S_AR_B84_T90;NHEN-37774;zelotes electus;1;1;;;2;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;806883;ES;Agyneta mollis;Agyneta mollis (O. Pickard-Cambridge, 1871);E&S_AR_B84_T91;NHEN-37775;agyneta mollis;3;;;;3;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;906422;ES;Silometopus bonessi;Silometopus bonessi Casemir, 1970;E&S_AR_B84_T92;NHEN-37776;silometopus bonessi;7;1;;;8;DD;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;233745;ES;Prinerigone vagans;Prinerigone vagans (Audouin, 1826);E&S_AR_B84_T93;NHEN-37777;prinerigone vagans;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD1;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Linyphiidae;1403;ES;Cnephalocotes obscurus;Cnephalocotes obscurus (Blackwall, 1834);E&S_AR_B84_T94;NHEN-37778;cnephalocotes obscurus;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Tetragnathidae;457316;ES;Pachygnatha degeeri;Pachygnatha degeeri Sundevall, 1830;E&S_AR_B84_T95;NHEN-37779;pachygnatha degeeri;1;1;;;2;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Lycosidae;1896;ES;Alopecosa cuneata;Alopecosa cuneata (Clerck, 1758);E&S_AR_B84_T96;NHEN-37780;alopecosa cuneata;6;;;;6;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Lycosidae;1897;ES;Alopecosa pulverulenta;Alopecosa pulverulenta (Clerck, 1758);E&S_AR_B84_T97;NHEN-37781;alopecosa pulverulenta;4;;;;4;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Lycosidae;1941;ES;Trochosa terricola;Trochosa terricola Thorell, 1856;E&S_AR_B84_T98;NHEN-37782;trochosa terricola;2;;;;2;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Lycosidae;195830;GN;Pardosa;Pardosa Koch, 1847;E&S_AR_B84_T99;NHEN-37783;pardosa;;2;;;2;#N/A;Pardosa proxima/tenuipes - femelles non discernables;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Lycosidae;1929;ES;Pardosa proxima;Pardosa proxima (C.L. Koch, 1847);E&S_AR_B84_T100;NHEN-37784;pardosa proxima;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Lycosidae;1922;ES;Pardosa pullata;Pardosa pullata (Clerck, 1758);E&S_AR_B85_T1;NHEN-37785;pardosa pullata;2;1;;;3;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Linyphiidae;233787;ES;Tenuiphantes tenuis;Tenuiphantes tenuis (Blackwall, 1852);E&S_AR_B85_T2;NHEN-37786;tenuiphantes tenuis;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_PB9;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;Pitfall;;Arachnida;Araneae;Hahniidae;1872;ES;Hahnia nava;Hahnia nava (Blackwall, 1841);E&S_AR_B85_T3;NHEN-37787;hahnia nava;1;;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD2;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1896;ES;Alopecosa cuneata;Alopecosa cuneata (Clerck, 1758);E&S_AR_GB6_T3;NHEN-37788;alopecosa cuneata;30;3;;;33;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD2;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1897;ES;Alopecosa pulverulenta;Alopecosa pulverulenta (Clerck, 1758);E&S_AR_GB6_T4;NHEN-37789;alopecosa pulverulenta;40;3;;;43;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD2;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;233885;ES;Pardosa paludicola;Pardosa paludicola (Clerck, 1758);E&S_AR_B85_T4;NHEN-37790;pardosa paludicola;;1;;;1;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD2;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1941;ES;Trochosa terricola;Trochosa terricola Thorell, 1856;E&S_AR_B85_T5;NHEN-37791;trochosa terricola;5;;;;5;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD2;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1922;ES;Pardosa pullata;Pardosa pullata (Clerck, 1758);E&S_AR_GB6_T5;NHEN-37792;pardosa pullata;15;6;;;21;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD2;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;1933;ES;Pardosa nigriceps;Pardosa nigriceps (Thorell, 1856);E&S_AR_B85_T6;NHEN-37793;pardosa nigriceps;2;;;;2;LC;;;N.HENON;ECO&SOLS;45832;;
France;CENTRE;LOIR-ET-CHER;41;41044;Chatres-sur-Cher;Cimetière;RMQS_2025;EOOD;E.FLACHAT, I.MIALON, A.TAVERNIER;2245773;RMQS_25_CHATRES-SUR-CHER_997;RMQS_25_CHATRES-SUR-CHER_997_GPD2;47.2671231;1.9009805;102;45741;45769;Prairie permanente;;GPD;;Arachnida;Araneae;Lycosidae;195830;GN;Pardosa;Pardosa Koch, 1847;E&S_AR_B85_T7;NHEN-37794;pardosa;;;1;;1;#N/A;;;N.HENON;ECO&SOLS;45832;;
