STATION;PROJET;ID_ECHANTILLON;X (Longitude);Y (Latitude);ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;femelle;male;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG;DATE_DETERMINATION;ENVOI_CARDOBS;MASSE (mg)
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;8729;Trechus quadristriatus;Trechus quadristriatus (Schrank, 1781);CA_B34_T76;SPRU-2579;trechus quadristriatus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;2,68
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;8533;Notiophilus substriatus;Notiophilus substriatus G.R. Waterhouse, 1833;CA_B34_T77;SPRU-2580;notiophilus substriatus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;5,41
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;8628;Bembidion properans;Bembidion properans (Stephens, 1828);CA_B34_T78;SPRU-2581;bembidion properans;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;3,64
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;8819;Agonum muelleri;Agonum muelleri (Herbst, 1784);CA_B34_T79;SPRU-2582;agonum muelleri;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;30,51
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222383;Anchomenus dorsalis;Anchomenus dorsalis (Pontoppidan, 1763);CA_B34_T80;SPRU-2583;anchomenus dorsalis;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;17,96
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222383;Anchomenus dorsalis;Anchomenus dorsalis (Pontoppidan, 1763);CA_B34_T81;SPRU-2584;anchomenus dorsalis;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;17,28
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222383;Anchomenus dorsalis;Anchomenus dorsalis (Pontoppidan, 1763);CA_B35_T1;SPRU-2585;anchomenus dorsalis;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;19,22
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;8628;Bembidion properans;Bembidion properans (Stephens, 1828);CA_B35_T2;SPRU-2586;bembidion properans;;1;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;3,86
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2587;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;84,73
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2588;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;99,8
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2589;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;81,22
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2590;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;91,55
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2591;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;88,31
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2592;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;109,67
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2593;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;91,83
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2594;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;110,48
Carsac-de-Gurson;2025;RMQS_25_CARSAC-DE-GURSON_1657_PB1;44.941649;0.090381004;82;13/03/2025;08/04/2025;Monoculture (blé);;Pitfall;;Insecta;Coleoptera;Carabidae;222539;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);CA_GB9_T35;SPRU-2595;poecilus cupreus;1;;;;1;#N/A;;;S.PRUNOT;ECO&SOLS;01/09/2025;;91,8
