full_wing,method,emmean,SE,df,lower.CL,upper.CL
not_fully_winged,Pitfall4,0.24669419688026473,0.2657728270406552,94.40464540327172,-0.2809744952676694,0.7743628890281988
fully_winged,Pitfall4,0.14776084622385172,0.17441236809890093,98.25908501014393,-0.1983434159069355,0.4938651083546389
not_fully_winged,Pitfall2,-0.4020848921505502,0.2497238313753271,91.36862787546497,-0.8981036451929381,0.09393386089183758
fully_winged,Pitfall2,-0.5387348404154577,0.16942806050706632,93.41606673346166,-0.8751656427230246,-0.20230403810789094
not_fully_winged,Pitfall6,1.0916389258692512,0.2891452245874282,98.89695242914487,0.5179046743709959,1.6653731773675065
fully_winged,Pitfall6,0.6317375980804718,0.17888893097286243,102.28743719327058,0.27692421915448756,0.986550977006456
not_fully_winged,Pitfall8,1.2117859933335122,0.31442865916956164,96.84435509538673,0.587719476645973,1.8358525100210514
fully_winged,Pitfall8,1.0881779933952762,0.1862886223798424,108.40094198500364,0.7189370976866385,1.457418889103914
not_fully_winged,Pitfall10,1.6895780819854638,0.3555331019756667,77.22694034009032,0.981654429112128,2.3975017348587997
fully_winged,Pitfall10,1.548042765466252,0.20371576260161528,116.50077542620122,1.1445763077478812,1.951509223184623
not_fully_winged,GPD,0.5085219490530328,0.2529859031986875,90.78434984161645,0.005980448226359791,1.011063449879706
fully_winged,GPD,0.8498280553662154,0.17497356038467804,100.15607814587408,0.5026921194452053,1.1969639912872254
