assemblage_id,group_label,method,analysis_tier,scenario,scenario_family,baseline_scenario,unit_type,iter,gamma_change_pct,mean_q0_change_pct,mean_q1_change_pct,mean_q2_change_pct,abundance_stability,q0_stability,q1_stability,q2_stability,n_common_sites,bray_stability,sorensen_stability,jaccard_stability,bray_mean_change_pct,sorensen_mean_change_pct,jaccard_mean_change_pct,ordination_procrustes_r2,gdm_bray_n_sites,gdm_bray_explained_baseline,gdm_bray_explained_scenario,gdm_bray_delta_explained,gdm_bray_predicted_stability,gdm_bray_term_rank_stability,gdm_sorensen_n_sites,gdm_sorensen_explained_baseline,gdm_sorensen_explained_scenario,gdm_sorensen_delta_explained,gdm_sorensen_predicted_stability,gdm_sorensen_term_rank_stability
formicidae_pitfall,Formicidae,pitfall-trap,main,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1,0,0,0,0,0.9999999999999999,1,1,1,60,1,1,1,0,0,0,1,59,16.519807170947143,16.519807170947143,0,1,1,59,14.745279086053198,14.745279086053198,0,1,1
formicidae_pitfall,Formicidae,pitfall-trap,main,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1,-17.85714285714286,-25.67567567567568,-11.919614298329629,-10.234113140237078,0.912772193360055,0.9351011626738522,0.9046519102785351,0.8726603262223019,58,0.9208252376121367,0.9144012698507676,0.9144012698507676,-0.39498230178236504,-0.24947889718345273,-1.1152633820993518,0.9886691709084598,58,16.4058368666239,16.10721273555542,-0.29862413106847896,0.9970496815687075,0.8,58,14.796720153678622,18.036977049708625,3.2402568960300027,0.9789088449992249,0.4
formicidae_pitfall,Formicidae,pitfall-trap,main,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1,-5.35714285714286,-0.675675675675691,-0.26975521059008356,-0.08546211035668216,0.9999999999999999,0.9982615194808189,0.9995979657064749,0.9998800479808077,60,0.9934248317359742,0.9933660429531005,0.9933660429531005,-0.0670646554407961,-0.329636117879728,-0.19594471385767642,0.9999580626601181,59,16.519807170947143,16.361427284960595,-0.15837988598654817,0.9994702617219157,1,59,14.745279086053198,14.670490977092609,-0.07478810896058974,0.9998794558592881,1
formicidae_pitfall,Formicidae,pitfall-trap,main,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,1,0,0,0,0,1,1,1,1,59,1,1,1,0,0,0,1.0000000000000004,58,16.46261819367625,16.46261819367625,0,0.9999999999999999,1,58,15.104560216785245,15.104560216785245,0,0.9999999999999999,1
formicidae_pitfall,Formicidae,pitfall-trap,main,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,1,-67.27272727272727,-26.62116040955632,-15.605858945574635,-11.9261594251989,1,0.941793454478932,0.9009835047823068,0.8924596221426118,59,0.5451038996821503,0.6452841971465058,0.6452841971465058,-9.707309286702126,-24.934265069374085,-17.417066182426886,0.5660410792011163,58,16.46261819367625,7.34567968748554,-9.11693850619071,0.965946432756591,0.8,58,15.104560216785245,8.634340767576399,-6.470219449208846,0.8754238465108782,0.4
formicidae_pitfall,Formicidae,pitfall-trap,main,species_baseline,species_error,species_baseline,species_units,1,0,0,0,0,1,1,0.9999999999999999,0.9999999999999999,58,1,1,1,0,0,0,0.9999999999999996,58,16.10721273555542,16.10721273555542,0,0.9999999999999999,1,58,18.036977049708625,18.036977049708625,0,0.9999999999999999,1
formicidae_pitfall,Formicidae,pitfall-trap,main,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,1,0,31.81818181818179,26.170396231254877,19.49023158368801,1,0.9716896456598946,0.9646271965129521,0.973204426482893,58,0.8930413064933593,0.8843711184357258,0.8843711184357258,-0.505604769082102,-3.26563313518371,-1.6614644102263987,0.9944071106249057,58,16.10721273555542,14.810572016784395,-1.2966407187710267,0.9955204958297394,0.8,58,18.036977049708625,16.48752800092954,-1.5494490487790848,0.9737685142200226,1
formicidae_pitfall,Formicidae,pitfall-trap,main,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,1,0,39.090909090909086,28.560782398868454,22.147755931131762,1,0.9768929609690933,0.9604515806565359,0.9727332381435193,58,0.9182599270662452,0.9053672973890882,0.9053672973890882,-0.48509826339750983,-1.1925578917939883,-0.2842367797118772,0.9979051341112213,58,16.10721273555542,14.303959006731215,-1.803253728824206,0.9919934631918584,0.8,58,18.036977049708625,13.844367365587818,-4.192609684120807,0.9740153411733632,0.8
formicidae_pitfall,Formicidae,pitfall-trap,main,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,2,0,30.909090909090907,23.654716665155973,18.917945062629737,1,0.9712523372555774,0.9537057382710221,0.9499251964189469,58,0.9021001724990829,0.8996871111206782,0.8996871111206782,-0.37141723970074425,-3.0092728898921783,-1.4147279867707474,0.9939370949111497,58,16.10721273555542,14.660769559749,-1.4464431758064222,0.9966683316276431,0.8,58,18.036977049708625,14.44097764280724,-3.5959994069013845,0.9810577987835049,0.4
formicidae_pitfall,Formicidae,pitfall-trap,main,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,2,0,34.54545454545455,21.835296517437584,16.44612918559507,1,0.9696119014490792,0.9648757491149118,0.9752959788718213,58,0.8763041076907904,0.8579981162176632,0.8579981162176632,-0.6897133987901927,-1.9058999333151916,-0.601318729826561,0.9969553580885628,58,16.10721273555542,14.163705975548247,-1.9435067600071747,0.992951418409713,0.8,58,18.036977049708625,14.16726515837251,-3.869711891336115,0.9720210039394275,1
