assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,iter,n_sampled_stations,n_positive_stations,mean_total_abundance,mean_q0,mean_q1,mean_q2,gamma
isopoda_pitfall,rtu_family_level,resolution_family,rtu_mixed_family_resolvable,family_units,1,67,39,12.940298507462687,0.8805970149253731,1.1626400434152937,0.7138706812099469,7
isopoda_pitfall,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,1,67,39,12.850746268656716,0.9104477611940298,1.1601297333627896,0.706966315347474,10
isopoda_pitfall,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1,67,39,12.940298507462687,1.1044776119402986,1.2628929731689535,0.7863412925694635,23
isopoda_pitfall,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,1,67,39,12.940298507462687,1.1044776119402986,1.2628929731689535,0.7863412925694635,23
isopoda_pitfall,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,1,67,39,12.850746268656716,1.0895522388059702,1.2481296500651242,0.7728703489734459,22
isopoda_pitfall,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1,67,39,12.940298507462687,1.1044776119402986,1.2628929731689535,0.7863412925694635,23
isopoda_pitfall,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1,67,37,12.597014925373134,0.9552238805970149,1.1836940205445046,0.6930613782841996,18
isopoda_pitfall,species_baseline,species_error,species_baseline,species_units,1,67,37,12.597014925373134,0.9552238805970149,1.1836940205445046,0.6930613782841996,18
isopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,1,67,37,12.597014925373134,1.1343283582089552,1.297310915551553,0.7760868856137325,18
isopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,2,67,37,12.597014925373134,1.1940298507462686,1.2912057968131965,0.7670212046811892,18
isopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,3,67,37,12.597014925373134,1.1791044776119404,1.3052714998748547,0.7810033058508784,18
isopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,4,67,37,12.597014925373134,1.1940298507462686,1.3103151966315392,0.7841250699406469,18
isopoda_pitfall,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,5,67,37,12.597014925373134,1.1044776119402986,1.2793751826581905,0.7603670332837377,18
