delta_alpha_pct,delta_gamma_pct,delta_occupancy_pct,beta_signature,taxon,n_sites,n_observed_species_from_community,regional_observed_species_ratio,regional_mean_species_per_genus,regional_mean_genera_per_family,observed_mean_occupancy,replicate_id,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,output_type,metric,baseline,target,delta,relative_delta_pct,alpha_q0_spearman,bray_spearman,jaccard_spearman,sorensen_spearman,requested_mean_error,realised_mean_error,candidate_pool,rarity_exponent,difficulty_multiplier,n_eligible_source_species,n_moved_individuals,workflow,realised_unresolved_rate
1.9480519480519412,0,1.9480519480519354,apparent_homogenisation,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,blowes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,alpha_q0,4.529411764705882,4.617647058823529,0.08823529411764675,1.9480519480519412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,alpha_q1,3.4221719124614234,3.4455618379695925,0.023389925508169096,0.6834818970665244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,alpha_q2,2.9674237387971725,2.979156624269053,0.01173288547188056,0.39538962091866314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,gamma,33,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,mean_occupancy,0.13725490196078433,0.13992869875222816,0.002673796791443833,1.9480519480519354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,mean_bray_curtis,0.867064168530084,0.8669994080643537,-6.47604657302292e-5,-0.007468935758239934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,mean_jaccard,0.8759318734626022,0.8768808622847253,9.489888221231313e-4,0.10834048296150378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect,mean_sorensen,0.7977595655862603,0.798887894860307,0.0011283292740467132,0.14143726038778648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,stability,NA,NA,NA,NA,NA,0.9916624158862035,0.998878027414273,0.9925829105345658,0.9925829105345658,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,process,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.0017467248908296944,observed,0,1,7,6,species,0
6.818181818181814,57.57575757575758,-32.21153846153847,apparent_differentiation,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,blowes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,alpha_q0,4.529411764705882,4.838235294117647,0.3088235294117645,6.818181818181814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,alpha_q1,3.4221719124614234,3.505390763582477,0.08321885112105365,2.4317554246185678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,alpha_q2,2.9674237387971725,3.0064729952576434,0.03904925646047097,1.3159312554498657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,gamma,33,52,19,57.57575757575758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,mean_occupancy,0.13725490196078433,0.09304298642533937,-0.04421191553544496,-32.21153846153847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,mean_bray_curtis,0.867064168530084,0.8676942923645031,6.301238344191828e-4,0.07267326425072078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,mean_jaccard,0.8759318734626022,0.8835272363835216,0.007595362920919446,0.8671179975326848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,effect,mean_sorensen,0.7977595655862603,0.80825298697587,0.010493421389609736,1.3153613998847253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,stability,NA,NA,NA,NA,NA,0.9651589363165988,0.9998955973509956,0.9935625955318642,0.9935625955318642,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,process,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.0069868995633187774,regional,0,1,29,24,species,0
2.2727272727272845,0,2.272727272727268,apparent_homogenisation,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,blowes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,alpha_q0,4.529411764705882,4.632352941176471,0.10294117647058876,2.2727272727272845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,alpha_q1,3.4221719124614234,3.447280577229481,0.025108664768057398,0.7337055358507047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,alpha_q2,2.9674237387971725,2.9788982987751575,0.011474559977985077,0.3866842415514348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,gamma,33,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,mean_occupancy,0.13725490196078433,0.14037433155080214,0.0031194295900178193,2.272727272727268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,mean_bray_curtis,0.867064168530084,0.8665002796109018,-5.638889191821317e-4,-0.06503427769804869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Collembola,68,41,15.707317073170731,4.293333333333333,7.5,0.11979913916786226,1,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect,mean_jaccard,0.8759318734626022,0.8750360336181232,-8.958398444789406e-4,-0.10227277618493791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
