delta_alpha_pct,delta_gamma_pct,delta_occupancy_pct,beta_signature,world_id,replicate_id,scenario
8.432729007633581,0,8.432729007633597,apparent_homogenisation,1,1,observed_congeneric_error
20.706106870228997,13.366336633663366,6.474382479415989,apparent_homogenisation,1,1,regional_congeneric_error
8.420801526717554,0,8.42080152671756,apparent_homogenisation,1,1,rare_weighted_error
96.81536259541983,94.05940594059406,1.420161337435751,apparent_homogenisation,1,1,mixed_rtu_reporting
-49.2063492063492,-48.46938775510204,-1.4301430143014309,apparent_differentiation,1,1,drop_unresolved
0,0,0,no_meaningful_change,1,1,rare_species_to_genus
-0.4174618320610785,-1.4851485148514851,1.0837824619279686,apparent_homogenisation,1,1,difficult_genera_to_genus
-2.4689885496183286,-5.9405940594059405,3.690864805142627,apparent_homogenisation,1,1,genus_level
-60.663167938931295,-80.1980198019802,98.65100190839698,apparent_homogenisation,1,1,family_level
14.461499429151338,0,14.461499429151354,apparent_homogenisation,1,2,observed_congeneric_error
24.457693771406834,10.891089108910892,12.234170276000805,apparent_homogenisation,1,2,regional_congeneric_error
14.613725738931874,0,14.613725738931883,apparent_homogenisation,1,2,rare_weighted_error
96.30851198782189,91.08910891089108,2.731397465129607,apparent_homogenisation,1,2,mixed_rtu_reporting
-49.07622739018088,-47.66839378238342,-2.6902166960882186,apparent_differentiation,1,2,drop_unresolved
0,0,0,no_meaningful_change,1,2,rare_species_to_genus
-0.304452619561082,-1.4851485148514851,1.1984953308977988,apparent_homogenisation,1,2,difficult_genera_to_genus
-2.8415577825700904,-8.910891089108912,6.663072434352414,apparent_homogenisation,1,2,genus_level
-59.00038056577444,-82.67326732673267,136.62637502038746,apparent_homogenisation,1,2,family_level
11.615439599714065,0,11.615439599714069,apparent_homogenisation,1,3,observed_congeneric_error
23.01644031451035,10.891089108910892,10.93446849790667,apparent_homogenisation,1,3,regional_congeneric_error
11.86561829878485,0,11.865618298784847,apparent_homogenisation,1,3,rare_weighted_error
96.96211579699785,91.08910891089108,3.073438836770895,apparent_homogenisation,1,3,mixed_rtu_reporting
-49.29007310736511,-47.66839378238342,-3.0988525714996817,apparent_differentiation,1,3,drop_unresolved
0,0,0,no_meaningful_change,1,3,rare_species_to_genus
-0.5599237550631448,-2.4752475247524752,1.9639360481078476,apparent_homogenisation,1,3,difficult_genera_to_genus
-2.1801286633309576,-8.910891089108912,7.38920657612579,apparent_homogenisation,1,3,genus_level
-58.74434119609245,-80.1980198019802,108.34107695973313,apparent_homogenisation,1,3,family_level
12.59454916556609,0,12.594549165566104,apparent_homogenisation,1,4,observed_congeneric_error
22.067475087045267,8.910891089108912,12.080136216287025,apparent_homogenisation,1,4,regional_congeneric_error
12.894705246728305,0,12.89470524672831,apparent_homogenisation,1,4,rare_weighted_error
96.45815824228599,90.5940594059406,3.0767479608877233,apparent_homogenisation,1,4,mixed_rtu_reporting
-49.07356448358099,-47.532467532467535,-2.937239238508319,apparent_differentiation,1,4,drop_unresolved
0,0,0,no_meaningful_change,1,4,rare_species_to_genus
-0.36018729739464367,-1.4851485148514851,1.1419204317903648,apparent_homogenisation,1,4,difficult_genera_to_genus
-2.929523352143116,-9.405940594059405,7.148832146814705,apparent_homogenisation,1,4,genus_level
-60.211309881138185,-80.6930693069307,106.08501035923298,apparent_homogenisation,1,4,family_level
9.990662931839404,0,9.9906629318394,apparent_homogenisation,1,5,observed_congeneric_error
20.763305322128847,11.881188118811881,7.938883518008973,apparent_homogenisation,1,5,regional_congeneric_error
10.060690943043893,0,10.060690943043886,apparent_homogenisation,1,5,rare_weighted_error
96.6970121381886,93.06930693069307,1.8789652613181993,apparent_homogenisation,1,5,mixed_rtu_reporting
-49.20832592065468,-48.205128205128204,-1.9368668765115218,apparent_differentiation,1,5,drop_unresolved
0,0,0,no_meaningful_change,1,5,rare_species_to_genus
-1.0154061624649886,-2.9702970297029703,2.0147344652146626,apparent_homogenisation,1,5,difficult_genera_to_genus
-2.4743230625583528,-6.930693069306931,4.788227347676669,apparent_homogenisation,1,5,genus_level
-58.95191409897292,-80.1980198019802,107.29283380018673,apparent_homogenisation,1,5,family_level
51.052939455981274,0,51.05293945598128,apparent_homogenisation,2,1,observed_congeneric_error
209.76162620649313,271.42857142857144,-16.602639098251856,apparent_differentiation,2,1,regional_congeneric_error
51.045627376425855,0,51.04562737642584,apparent_homogenisation,2,1,rare_weighted_error
