site_id,species,method_rep,y,has_pit,has_gpd,n_pb_seen,days_med.x,effort_pit,n_gpd_seen,days_med.y,effort_gpd,effort_cont,log_eff,obs_id,mass_mg,log_mass,commu_abund_tot,commu_rich,ALTITUDE,DATE,REGION,log_commu_abund
RMQS_25_CHATEAU-L'EVEQUE_1578,Amara convexior,Pitfall10,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,1,25.85,3.2523106009544382,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Amara convexior,Pitfall6,0,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,2,25.85,3.2523106009544382,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Amara convexior,Pitfall3,0,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,3,25.85,3.2523106009544382,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Amara convexior,GPD,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,143.4778744522567,4.966180838310251,4,25.85,3.2523106009544382,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Anchomenus dorsalis,Pitfall10,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,5,12.31,2.510411940196362,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Anchomenus dorsalis,Pitfall6,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,6,12.31,2.510411940196362,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Anchomenus dorsalis,Pitfall3,0,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,7,12.31,2.510411940196362,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Anchomenus dorsalis,GPD,0,1,1,10,31,48.69468613064179,4,31,143.4778744522567,143.4778744522567,4.966180838310251,8,12.31,2.510411940196362,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Brachinus crepitans,Pitfall10,0,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,9,31.55,3.4515735889872223,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Brachinus crepitans,Pitfall6,0,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,10,31.55,3.4515735889872223,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Brachinus crepitans,Pitfall3,0,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,11,31.55,3.4515735889872223,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Brachinus crepitans,GPD,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,143.4778744522567,4.966180838310251,12,31.55,3.4515735889872223,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus cupreus,Pitfall10,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,13,92.925,4.531792716183316,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus cupreus,Pitfall6,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,14,92.925,4.531792716183316,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus cupreus,Pitfall3,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,15,92.925,4.531792716183316,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus cupreus,GPD,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,143.4778744522567,4.966180838310251,16,92.925,4.531792716183316,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus dimidiatus,Pitfall10,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,17,101.01,4.615219521841093,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus dimidiatus,Pitfall6,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,18,101.01,4.615219521841093,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus dimidiatus,Pitfall3,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,19,101.01,4.615219521841093,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Harpalus dimidiatus,GPD,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,143.4778744522567,4.966180838310251,20,101.01,4.615219521841093,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Poecilus cupreus,Pitfall10,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,21,79.67,4.3778931033922746,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Poecilus cupreus,Pitfall6,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,22,79.67,4.3778931033922746,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Poecilus cupreus,Pitfall3,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,48.69468613064179,3.885569909774601,23,79.67,4.3778931033922746,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CHATEAU-L'EVEQUE_1578,Poecilus cupreus,GPD,1,1,1,10,31,48.69468613064179,4,31,143.4778744522567,143.4778744522567,4.966180838310251,24,79.67,4.3778931033922746,54,50,173,10/04/2025,AQUITAINE,3.9889840465642745
RMQS_25_CARSAC-DE-GURSON_1657,Agonum muelleri,Pitfall10,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,25,21.3,3.0587070727153796,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Agonum muelleri,Pitfall6,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,26,21.3,3.0587070727153796,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Agonum muelleri,Pitfall3,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,27,21.3,3.0587070727153796,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Agonum muelleri,GPD,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,124.96460032938488,4.828030499829434,28,21.3,3.0587070727153796,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara aenea,Pitfall10,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,29,22.075,3.0944457464900235,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara aenea,Pitfall6,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,30,22.075,3.0944457464900235,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara aenea,Pitfall3,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,31,22.075,3.0944457464900235,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara aenea,GPD,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,124.96460032938488,4.828030499829434,32,22.075,3.0944457464900235,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara familiaris,Pitfall10,0,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,33,18.26,2.9047128751668225,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara familiaris,Pitfall6,0,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,34,18.26,2.9047128751668225,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara familiaris,Pitfall3,0,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,35,18.26,2.9047128751668225,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Amara familiaris,GPD,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,124.96460032938488,4.828030499829434,36,18.26,2.9047128751668225,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
RMQS_25_CARSAC-DE-GURSON_1657,Anchomenus dorsalis,Pitfall10,1,1,1,10,27,42.411500823462205,4,27,124.96460032938488,42.411500823462205,3.7474195712937837,37,12.31,2.510411940196362,308,308,82,13/03/2025,AQUITAINE,5.730099782973574
