full_wing,method,emmean,SE,df,lower.CL,upper.CL
not_fully_winged,Pitfall4,0.394864204097786,0.2812272158859798,85.42424003266373,-0.16425075868949712,0.9539791668850691
fully_winged,Pitfall4,0.20943575990796198,0.17467045402851963,90.00585157056291,-0.13757727676431947,0.5564487965802434
not_fully_winged,Pitfall2,-0.3204693023890971,0.2642319825005297,82.66933895320844,-0.8460471775318543,0.20510857275366012
fully_winged,Pitfall2,-0.4859725146449634,0.169591519016341,85.46804583361939,-0.8231392340485149,-0.14880579524141196
not_fully_winged,Pitfall6,1.1510680692516975,0.30750435326018444,90.39368259599037,0.5401932454633361,1.7619428930400587
fully_winged,Pitfall6,0.6697154909376952,0.17989435773161994,94.13223430764351,0.31253756792360965,1.0268934139517807
not_fully_winged,Pitfall8,1.1997356914310762,0.3275825875452339,91.863740779076565,0.5491155384191199,1.8503558444430324
fully_winged,Pitfall8,1.1400018880715155,0.18763959408485267,99.85898552517551,0.7677238400560547,1.5122799360869763
not_fully_winged,Pitfall10,1.6819415452518425,0.3733128641500922,76.4003023222432,0.9384875342390768,2.425395556264608
fully_winged,Pitfall10,1.589282890923173,0.2057989743528172,107.18265399262458,1.1813183770494733,1.997247404796873
not_fully_winged,GPD,0.6433093057387483,0.2687719803902011,81.90064868383828,0.10862650666988727,1.1779921048076094
fully_winged,GPD,0.9231623060857839,0.175553562543887,92.00895701069363,0.5744982298683802,1.2718263823031877
