species,component,term,estimate,se,z,p
Agyneta simplicitarsis,state,(Intercept),-1.9982767252397982,0.38020276668900166,-5.255818474551893,1.4736759281764781e-7
Agyneta simplicitarsis,det,(Intercept),5.361278508687214,2.836261893667462,1.890262151269377,0.05872290808288085
Agyneta simplicitarsis,det,Pitfall8,-2.6520772307126994,1.5282947526931923,-1.7353178933835602,0.08268451411116602
Agyneta simplicitarsis,det,Pitfall6,-5.233416590555976,2.618899121919346,-1.9983269102478811,0.04568122988104134
Agyneta simplicitarsis,det,Pitfall4,-8.676621869092104,3.994292432008745,-2.1722550406076797,0.029836431168925044
Agyneta simplicitarsis,det,Pitfall2,-13.32724581850226,5.970429042257981,-2.2322090630629075,0.025601148702166024
Agyneta simplicitarsis,det,GPD,-0.31646747625397453,1.0669617075604516,-0.29660621745981847,0.7667671635346187
Agyneta simplicitarsis,det,DVAC,-3.878807297877808,2.252389064391768,-1.7220858328599795,0.08505397107508098
Agyneta simplicitarsis,det,TM,-10.906049448325115,5.226149664902647,-2.0868230241409043,0.03690413508148406
Agyneta simplicitarsis,det,eff_z,-4.235973423710588,2.1079978294863695,-2.009477127755258,0.044486557937728696
Alopecosa pulverulenta,state,(Intercept),-0.8844903081493827,0.2675738272095444,-3.30559351552988,9.477547149893181e-4
Alopecosa pulverulenta,det,(Intercept),-0.40293276426058156,0.9637672451623942,-0.41808099028379786,0.6758879031714069
Alopecosa pulverulenta,det,Pitfall8,0.594510732389282,1.0563195514711459,0.5628133376508098,0.573561997143589
Alopecosa pulverulenta,det,Pitfall6,1.8800257410323056,1.15433141261554,1.628670692390197,0.1033827502067019
Alopecosa pulverulenta,det,Pitfall4,2.610112154275165,1.3475998758017158,1.9368598952432776,0.05276247197781536
Alopecosa pulverulenta,det,Pitfall2,4.176863076494482,1.755539500470914,2.3792475620024844,0.017348020739907783
Alopecosa pulverulenta,det,GPD,-0.8891290267750845,1.1602538288711903,-0.7663228550946625,0.44348422244888847
Alopecosa pulverulenta,det,DVAC,-2.4700046730871614,1.135019203328515,-2.1761787517283566,0.029541897099549297
Alopecosa pulverulenta,det,TM,1.7127050227418947,1.6413581855196309,1.0434681703553186,0.2967315151026202
Alopecosa pulverulenta,det,eff_z,2.4187754598394,0.6666508329493319,3.6282493627713452,2.853495844867806e-4
Araeoncus humilis,state,(Intercept),-0.9089753816828325,0.32146567469198634,-2.827597013440925,0.004689880284055144
Araeoncus humilis,det,(Intercept),-4.622592850896298,3.150990417731508,-1.4670285332775594,0.14236829354756436
Araeoncus humilis,det,Pitfall8,1.8003449381444632,1.3652429027839743,1.3186993570691619,0.18726964181584285
Araeoncus humilis,det,Pitfall6,3.8696642806463246,2.633170000473772,1.4695839159454487,0.1416744790426214
Araeoncus humilis,det,Pitfall4,5.816792675458472,4.196302799200013,1.3861708636868126,0.16569473606177257
Araeoncus humilis,det,Pitfall2,7.09674731077166,6.098467542061961,1.1636935446199275,0.24454822642738933
Araeoncus humilis,det,GPD,-0.9184244345730129,0.7453884378513885,-1.2321420455895553,0.21789602762991142
Araeoncus humilis,det,DVAC,3.4570130808354236,2.3104569754637296,1.496246464464706,0.13458944035049997
Araeoncus humilis,det,TM,7.565477724709922,5.6087997897806305,1.3488585808490448,0.1773823942299481
Araeoncus humilis,det,eff_z,3.494867563894272,2.272023457211958,1.5382180816842836,0.12399530133375468
Aulonia albimana,state,(Intercept),-1.1132472368979023,0.2823589918034738,-3.9426661420888607,8.05807914782148e-5
Aulonia albimana,det,(Intercept),4.105561295152085,4.207134997531646,0.9758567998319153,0.32913543268027073
Aulonia albimana,det,Pitfall8,-2.5662975629285083,4.306626200435032,-0.595895126135924,0.5512452893959006
Aulonia albimana,det,Pitfall6,-3.0206096708407197,4.248634541992008,-0.7109601075324501,0.477108956724391
Aulonia albimana,det,Pitfall4,-1.0929615455480446,4.318619495615988,-0.25308123270817345,0.8002054410256814
