site_id,species,psi_hat
RMQS_25_BETTEVILLE_153,Abax ovalis,0.9999999877769464
RMQS_25_RHODES_412,Abax ovalis,0.9999999954184078
RMQS_25_SUSVILLE_1685,Abax ovalis,0.9999944306005949
RMQS_25_THILLOMBOIS_347,Abax ovalis,0.9999999998105389
RMQS_25_VOUZIERS_210,Abax ovalis,0.999999999819599
RMQS_25_ARFEUILLES_1345,Abax parallelepipedus,0.9999994705652647
RMQS_25_BETTEVILLE_153,Abax parallelepipedus,0.9999850388460273
RMQS_25_CASTELLET-LES-SAUSSES_1948,Abax parallelepipedus,0.9998840632139604
RMQS_25_CLEMONT_903,Abax parallelepipedus,0.9999932175269098
RMQS_25_DINGY-SAINT-CLAIR_1399,Abax parallelepipedus,0.999992512824113
RMQS_25_HORPS_557,Abax parallelepipedus,0.999914306605288
RMQS_25_MONTPEZAT_2099,Abax parallelepipedus,0.9999969697463837
RMQS_25_OUESSANT_418,Abax parallelepipedus,0.9999799325191148
RMQS_25_PERREUX_803,Abax parallelepipedus,0.9998906555212765
RMQS_25_RHODES_412,Abax parallelepipedus,0.9999516151802993
RMQS_25_SUSVILLE_1685,Abax parallelepipedus,0.99997058224348
RMQS_25_THILLOMBOIS_347,Abax parallelepipedus,0.999998141250037
RMQS_25_CANET-DE-SALARS_1882,Acupalpus meridianus,0.9999999342949789
RMQS_25_LESCOUT_2110,Acupalpus meridianus,0.9999999992905171
RMQS_25_MONT-PRES-CHAMBORD_899,Acupalpus meridianus,0.9999999256424068
RMQS_25_NAIZIN_663,Acupalpus meridianus,0.999999993888677
RMQS_25_PERREUX_803,Acupalpus meridianus,0.999999854434321
RMQS_25_CANET-DE-SALARS_1882,Agonum muelleri,0.999999625503376
RMQS_25_CARSAC-DE-GURSON_1657,Agonum muelleri,0.9999999109017053
RMQS_25_CHAMBLAC_325,Agonum muelleri,0.9999999540821184
RMQS_25_CUGNEY_970,Agonum muelleri,0.9999999311849715
RMQS_25_DOMPAIRE_647,Agonum muelleri,0.9999999290968026
RMQS_25_HORPS_557,Agonum muelleri,0.9999998678198271
RMQS_25_LESCOUT_2110,Agonum muelleri,0.999999865067027
RMQS_25_LITZ_199,Agonum muelleri,0.9999999515176176
RMQS_25_LIVRE-SUR-CHANGEON_612,Agonum muelleri,0.9999999195582023
RMQS_25_LUGNY-LES-CHAROLLES_1264,Agonum muelleri,0.9999998223045381
RMQS_25_NAIZIN_663,Agonum muelleri,0.9999999087787205
RMQS_25_PERREUX_803,Agonum muelleri,0.9999999034971248
RMQS_25_RAUVILLE-LA-BIGOT_147,Agonum muelleri,0.9999998882574546
RMQS_25_SCEAUX-DU-GATINAIS_688,Agonum muelleri,0.9999999675029874
RMQS_25_AVESSAC_831,Agonum nigrum,0.9999999996288593
RMQS_25_LIVRE-SUR-CHANGEON_612,Agonum nigrum,0.9999999998520834
RMQS_25_BEZIERS_2161,Amara anthobia,0.9999999477775346
RMQS_25_RAUVILLE-LA-BIGOT_147,Amara anthobia,0.9999994243048133
RMQS_25_AVESSAC_831,Amara convexior,0.9999999525232226
RMQS_25_BAZORDAN_2186,Amara convexior,0.9999999504744161
RMQS_25_BESSE_1747,Amara convexior,0.9999999677898931
RMQS_25_BIOL_1517,Amara convexior,0.9999999194769482
RMQS_25_CHATEAU-L'EVEQUE_1578,Amara convexior,0.9999999690520988
RMQS_25_CHATRES-SUR-CHER_997,Amara convexior,0.9999999076206686
RMQS_25_CLEMONT_903,Amara convexior,0.999999898848569
RMQS_25_GAREIN_1911,Amara convexior,0.9999999713445692
RMQS_25_HOUTAUD_1107,Amara convexior,0.9999998461568581
RMQS_25_PRESSAGNY-L'ORGUEILLEUX_277,Amara convexior,0.9999999122086264
RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421,Amara convexior,0.9999999027990641
RMQS_25_SAINT-GERMAIN_637,Amara convexior,0.9999999368814845
RMQS_25_SAINT-GINEIS-EN-COIRON_1764,Amara convexior,0.9999998382054511
RMQS_25_SAINT-SAUVEUR-SUR-TINEE_1904,Amara convexior,0.9999995518470598
RMQS_25_ALLANCHE_1589,Amara familiaris,0.9999999999999123
RMQS_25_AVESSAC_831,Amara familiaris,0.9999999999932858
RMQS_25_HOUTAUD_1107,Amara familiaris,0.9999999999921587
RMQS_25_JOUILLAT_1295,Amara familiaris,0.9999999999993763
RMQS_25_LIVRE-SUR-CHANGEON_612,Amara familiaris,0.9999999999999882
RMQS_25_PRESSAGNY-L'ORGUEILLEUX_277,Amara familiaris,0.99999999999633
RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421,Amara familiaris,0.999999999999994
RMQS_25_BEAUCHENE_438,Amara lunicollis,0.9999997072673341
RMQS_25_GEDRE_2269,Amara lunicollis,0.999999751464119
